source_date	entity_type	jis_code	parent_jis_code	pref_code	pref_name	district_name	name	name_kana	full_name	name_romaji
2025-10-01	prefecture	01000		01	北海道		北海道	ほっかいどう	北海道	hokkaido
2025-10-01	municipality	01100	01000	01	北海道	石狩振興局	札幌市	さっぽろし	北海道 札幌市	sapporo-shi
2025-10-01	municipality	01202	01000	01	北海道	渡島総合振興局	函館市	はこだてし	北海道 函館市	hakodate-shi
2025-10-01	municipality	01203	01000	01	北海道	後志総合振興局	小樽市	おたるし	北海道 小樽市	otaru-shi
2025-10-01	municipality	01204	01000	01	北海道	上川総合振興局	旭川市	あさひかわし	北海道 旭川市	asahikawa-shi
2025-10-01	municipality	01205	01000	01	北海道	胆振総合振興局	室蘭市	むろらんし	北海道 室蘭市	muroran-shi
2025-10-01	municipality	01206	01000	01	北海道	釧路総合振興局	釧路市	くしろし	北海道 釧路市	kushiro-shi
2025-10-01	municipality	01207	01000	01	北海道	十勝総合振興局	帯広市	おびひろし	北海道 帯広市	obihiro-shi
2025-10-01	municipality	01208	01000	01	北海道	オホーツク総合振興局	北見市	きたみし	北海道 北見市	kitami-shi
2025-10-01	municipality	01209	01000	01	北海道	空知総合振興局	夕張市	ゆうばりし	北海道 夕張市	yubari-shi
2025-10-01	municipality	01210	01000	01	北海道	空知総合振興局	岩見沢市	いわみざわし	北海道 岩見沢市	iwamizawa-shi
2025-10-01	municipality	01211	01000	01	北海道	オホーツク総合振興局	網走市	あばしりし	北海道 網走市	abashiri-shi
2025-10-01	municipality	01212	01000	01	北海道	留萌振興局	留萌市	るもいし	北海道 留萌市	e-rumoi-shi
2025-10-01	municipality	01213	01000	01	北海道	胆振総合振興局	苫小牧市	とまこまいし	北海道 苫小牧市	tomakomai-shi
2025-10-01	municipality	01214	01000	01	北海道	宗谷総合振興局	稚内市	わっかないし	北海道 稚内市	wakkanai-shi
2025-10-01	municipality	01215	01000	01	北海道	空知総合振興局	美唄市	びばいし	北海道 美唄市	bibai-shi
2025-10-01	municipality	01216	01000	01	北海道	空知総合振興局	芦別市	あしべつし	北海道 芦別市	ashibetsu-shi
2025-10-01	municipality	01217	01000	01	北海道	石狩振興局	江別市	えべつし	北海道 江別市	ebetsu-shi
2025-10-01	municipality	01218	01000	01	北海道	空知総合振興局	赤平市	あかびらし	北海道 赤平市	akabira-shi
2025-10-01	municipality	01219	01000	01	北海道	オホーツク総合振興局	紋別市	もんべつし	北海道 紋別市	mombetsu-shi
2025-10-01	municipality	01220	01000	01	北海道	上川総合振興局	士別市	しべつし	北海道 士別市	shibetsu-shi
2025-10-01	municipality	01221	01000	01	北海道	上川総合振興局	名寄市	なよろし	北海道 名寄市	nayoro-shi
2025-10-01	municipality	01222	01000	01	北海道	空知総合振興局	三笠市	みかさし	北海道 三笠市	mikasa-shi
2025-10-01	municipality	01223	01000	01	北海道	根室振興局	根室市	ねむろし	北海道 根室市	nemuro-shi
2025-10-01	municipality	01224	01000	01	北海道	石狩振興局	千歳市	ちとせし	北海道 千歳市	chitose-shi
2025-10-01	municipality	01225	01000	01	北海道	空知総合振興局	滝川市	たきかわし	北海道 滝川市	takikawa-shi
2025-10-01	municipality	01226	01000	01	北海道	空知総合振興局	砂川市	すながわし	北海道 砂川市	sunagawa-shi
2025-10-01	municipality	01227	01000	01	北海道	空知総合振興局	歌志内市	うたしないし	北海道 歌志内市	utashinai-shi
2025-10-01	municipality	01228	01000	01	北海道	空知総合振興局	深川市	ふかがわし	北海道 深川市	fukagawa-shi
2025-10-01	municipality	01229	01000	01	北海道	上川総合振興局	富良野市	ふらのし	北海道 富良野市	furano-shi
2025-10-01	municipality	01230	01000	01	北海道	胆振総合振興局	登別市	のぼりべつし	北海道 登別市	noboribetsu-shi
2025-10-01	municipality	01231	01000	01	北海道	石狩振興局	恵庭市	えにわし	北海道 恵庭市	eniwa-shi
2025-10-01	municipality	01233	01000	01	北海道	胆振総合振興局	伊達市	だてし	北海道 伊達市	date-shi
2025-10-01	municipality	01234	01000	01	北海道	石狩振興局	北広島市	きたひろしまし	北海道 北広島市	kitahiroshima-shi
2025-10-01	municipality	01235	01000	01	北海道	石狩振興局	石狩市	いしかりし	北海道 石狩市	ishikari-shi
2025-10-01	municipality	01236	01000	01	北海道	渡島総合振興局	北斗市	ほくとし	北海道 北斗市	hokuto-shi
2025-10-01	municipality	01303	01000	01	北海道	石狩振興局	当別町	とうべつちょう	北海道 当別町	tobetsu-cho
2025-10-01	municipality	01304	01000	01	北海道	石狩振興局	新篠津村	しんしのつむら	北海道 新篠津村	shinshinotsu-mura
2025-10-01	municipality	01331	01000	01	北海道	渡島総合振興局	松前町	まつまえちょう	北海道 松前町	matsumae-cho
2025-10-01	municipality	01332	01000	01	北海道	渡島総合振興局	福島町	ふくしまちょう	北海道 福島町	fukushima-cho
2025-10-01	municipality	01333	01000	01	北海道	渡島総合振興局	知内町	しりうちちょう	北海道 知内町	shiriuchi-cho
2025-10-01	municipality	01334	01000	01	北海道	渡島総合振興局	木古内町	きこないちょう	北海道 木古内町	kikonai-cho
2025-10-01	municipality	01337	01000	01	北海道	渡島総合振興局	七飯町	ななえちょう	北海道 七飯町	nanae-cho
2025-10-01	municipality	01343	01000	01	北海道	渡島総合振興局	鹿部町	しかべちょう	北海道 鹿部町	shikabe-cho
2025-10-01	municipality	01345	01000	01	北海道	渡島総合振興局	森町	もりまち	北海道 森町	hokkaido-mori-cho
2025-10-01	municipality	01346	01000	01	北海道	渡島総合振興局	八雲町	やくもちょう	北海道 八雲町	yakumo-cho
2025-10-01	municipality	01347	01000	01	北海道	渡島総合振興局	長万部町	おしゃまんべちょう	北海道 長万部町	oshamambe-cho
2025-10-01	municipality	01361	01000	01	北海道	檜山振興局	江差町	えさしちょう	北海道 江差町	hokkaido-esashi-cho
2025-10-01	municipality	01362	01000	01	北海道	檜山振興局	上ノ国町	かみのくにちょう	北海道 上ノ国町	kaminokuni-cho
2025-10-01	municipality	01363	01000	01	北海道	檜山振興局	厚沢部町	あっさぶちょう	北海道 厚沢部町	assabu-cho
2025-10-01	municipality	01364	01000	01	北海道	檜山振興局	乙部町	おとべちょう	北海道 乙部町	otobe-cho
2025-10-01	municipality	01367	01000	01	北海道	檜山振興局	奥尻町	おくしりちょう	北海道 奥尻町	okushiri-cho
2025-10-01	municipality	01370	01000	01	北海道	檜山振興局	今金町	いまかねちょう	北海道 今金町	imakane-cho
2025-10-01	municipality	01371	01000	01	北海道	檜山振興局	せたな町	せたなちょう	北海道 せたな町	setana-cho
2025-10-01	municipality	01391	01000	01	北海道	後志総合振興局	島牧村	しままきむら	北海道 島牧村	shimamaki-mura
2025-10-01	municipality	01392	01000	01	北海道	後志総合振興局	寿都町	すっつちょう	北海道 寿都町	suttu-cho
2025-10-01	municipality	01393	01000	01	北海道	後志総合振興局	黒松内町	くろまつないちょう	北海道 黒松内町	kuromatsunai-cho
2025-10-01	municipality	01394	01000	01	北海道	後志総合振興局	蘭越町	らんこしちょう	北海道 蘭越町	rankoshi-cho
2025-10-01	municipality	01395	01000	01	北海道	後志総合振興局	ニセコ町	にせこちょう	北海道 ニセコ町	niseko-cho
2025-10-01	municipality	01396	01000	01	北海道	後志総合振興局	真狩村	まっかりむら	北海道 真狩村	makkari-mura
2025-10-01	municipality	01397	01000	01	北海道	後志総合振興局	留寿都村	るすつむら	北海道 留寿都村	rusutsu-mura
2025-10-01	municipality	01398	01000	01	北海道	後志総合振興局	喜茂別町	きもべつちょう	北海道 喜茂別町	kimobetsu-cho
2025-10-01	municipality	01399	01000	01	北海道	後志総合振興局	京極町	きょうごくちょう	北海道 京極町	town-kyogoku-cho
2025-10-01	municipality	01400	01000	01	北海道	後志総合振興局	倶知安町	くっちゃんちょう	北海道 倶知安町	kutchan-cho
2025-10-01	municipality	01401	01000	01	北海道	後志総合振興局	共和町	きょうわちょう	北海道 共和町	kyowa-cho
2025-10-01	municipality	01402	01000	01	北海道	後志総合振興局	岩内町	いわないちょう	北海道 岩内町	iwanai-cho
2025-10-01	municipality	01403	01000	01	北海道	後志総合振興局	泊村	とまりむら	北海道 泊村	tomari-mura
2025-10-01	municipality	01404	01000	01	北海道	後志総合振興局	神恵内村	かもえないむら	北海道 神恵内村	kamoenai-mura
2025-10-01	municipality	01405	01000	01	北海道	後志総合振興局	積丹町	しゃこたんちょう	北海道 積丹町	shakotan-cho
2025-10-01	municipality	01406	01000	01	北海道	後志総合振興局	古平町	ふるびらちょう	北海道 古平町	furubira-cho
2025-10-01	municipality	01407	01000	01	北海道	後志総合振興局	仁木町	にきちょう	北海道 仁木町	niki-cho
2025-10-01	municipality	01408	01000	01	北海道	後志総合振興局	余市町	よいちちょう	北海道 余市町	yoichi-cho
2025-10-01	municipality	01409	01000	01	北海道	後志総合振興局	赤井川村	あかいがわむら	北海道 赤井川村	akaigawa-mura
2025-10-01	municipality	01423	01000	01	北海道	空知総合振興局	南幌町	なんぽろちょう	北海道 南幌町	nanporo-cho
2025-10-01	municipality	01424	01000	01	北海道	空知総合振興局	奈井江町	ないえちょう	北海道 奈井江町	naie-cho
2025-10-01	municipality	01425	01000	01	北海道	空知総合振興局	上砂川町	かみすながわちょう	北海道 上砂川町	kamisunagawa-cho
2025-10-01	municipality	01427	01000	01	北海道	空知総合振興局	由仁町	ゆにちょう	北海道 由仁町	yuni-cho
2025-10-01	municipality	01428	01000	01	北海道	空知総合振興局	長沼町	ながぬまちょう	北海道 長沼町	maoi-net-cho
2025-10-01	municipality	01429	01000	01	北海道	空知総合振興局	栗山町	くりやまちょう	北海道 栗山町	kuriyama-cho
2025-10-01	municipality	01430	01000	01	北海道	空知総合振興局	月形町	つきがたちょう	北海道 月形町	tsukigata-cho
2025-10-01	municipality	01431	01000	01	北海道	空知総合振興局	浦臼町	うらうすちょう	北海道 浦臼町	urausu-cho
2025-10-01	municipality	01432	01000	01	北海道	空知総合振興局	新十津川町	しんとつかわちょう	北海道 新十津川町	shintotsukawa-cho
2025-10-01	municipality	01433	01000	01	北海道	空知総合振興局	妹背牛町	もせうしちょう	北海道 妹背牛町	moseushi-cho
2025-10-01	municipality	01434	01000	01	北海道	空知総合振興局	秩父別町	ちっぷべつちょう	北海道 秩父別町	chippubetsu-cho
2025-10-01	municipality	01436	01000	01	北海道	空知総合振興局	雨竜町	うりゅうちょう	北海道 雨竜町	uryu-cho
2025-10-01	municipality	01437	01000	01	北海道	空知総合振興局	北竜町	ほくりゅうちょう	北海道 北竜町	hokuryu-cho
2025-10-01	municipality	01438	01000	01	北海道	空知総合振興局	沼田町	ぬまたちょう	北海道 沼田町	numata-cho
2025-10-01	municipality	01452	01000	01	北海道	上川総合振興局	鷹栖町	たかすちょう	北海道 鷹栖町	takasu-cho
2025-10-01	municipality	01453	01000	01	北海道	上川総合振興局	東神楽町	ひがしかぐらちょう	北海道 東神楽町	higashikagura-cho
2025-10-01	municipality	01454	01000	01	北海道	上川総合振興局	当麻町	とうまちょう	北海道 当麻町	tohma-cho
2025-10-01	municipality	01455	01000	01	北海道	上川総合振興局	比布町	ぴっぷちょう	北海道 比布町	pippu-cho
2025-10-01	municipality	01456	01000	01	北海道	上川総合振興局	愛別町	あいべつちょう	北海道 愛別町	aibetsu-cho
2025-10-01	municipality	01457	01000	01	北海道	上川総合振興局	上川町	かみかわちょう	北海道 上川町	hokkaido-kamikawa-cho
2025-10-01	municipality	01458	01000	01	北海道	上川総合振興局	東川町	ひがしかわちょう	北海道 東川町	higashikawa-cho
2025-10-01	municipality	01459	01000	01	北海道	上川総合振興局	美瑛町	びえいちょう	北海道 美瑛町	biei-cho
2025-10-01	municipality	01460	01000	01	北海道	上川総合振興局	上富良野町	かみふらのちょう	北海道 上富良野町	kamifurano-cho
2025-10-01	municipality	01461	01000	01	北海道	上川総合振興局	中富良野町	なかふらのちょう	北海道 中富良野町	nakafurano-cho
2025-10-01	municipality	01462	01000	01	北海道	上川総合振興局	南富良野町	みなみふらのちょう	北海道 南富良野町	minamifurano-cho
2025-10-01	municipality	01463	01000	01	北海道	上川総合振興局	占冠村	しむかっぷむら	北海道 占冠村	shimukappu-mura
2025-10-01	municipality	01464	01000	01	北海道	上川総合振興局	和寒町	わっさむちょう	北海道 和寒町	wassamu-cho
2025-10-01	municipality	01465	01000	01	北海道	上川総合振興局	剣淵町	けんぶちちょう	北海道 剣淵町	kembuchi-cho
2025-10-01	municipality	01468	01000	01	北海道	上川総合振興局	下川町	しもかわちょう	北海道 下川町	shimokawa-cho
2025-10-01	municipality	01469	01000	01	北海道	上川総合振興局	美深町	びふかちょう	北海道 美深町	bifuka-cho
2025-10-01	municipality	01470	01000	01	北海道	上川総合振興局	音威子府村	おといねっぷむら	北海道 音威子府村	otoineppu-mura
2025-10-01	municipality	01471	01000	01	北海道	上川総合振興局	中川町	なかがわちょう	北海道 中川町	nakagawa-cho
2025-10-01	municipality	01472	01000	01	北海道	上川総合振興局	幌加内町	ほろかないちょう	北海道 幌加内町	horokanai-cho
2025-10-01	municipality	01481	01000	01	北海道	留萌振興局	増毛町	ましけちょう	北海道 増毛町	mashike-cho
2025-10-01	municipality	01482	01000	01	北海道	留萌振興局	小平町	おびらちょう	北海道 小平町	obira-cho
2025-10-01	municipality	01483	01000	01	北海道	留萌振興局	苫前町	とままえちょう	北海道 苫前町	tomamae-cho
2025-10-01	municipality	01484	01000	01	北海道	留萌振興局	羽幌町	はぼろちょう	北海道 羽幌町	haboro-cho
2025-10-01	municipality	01485	01000	01	北海道	留萌振興局	初山別村	しょさんべつむら	北海道 初山別村	shosanbetsu-mura
2025-10-01	municipality	01486	01000	01	北海道	留萌振興局	遠別町	えんべつちょう	北海道 遠別町	embetsu-cho
2025-10-01	municipality	01487	01000	01	北海道	留萌振興局	天塩町	てしおちょう	北海道 天塩町	teshiotown-cho
2025-10-01	municipality	01511	01000	01	北海道	宗谷総合振興局	猿払村	さるふつむら	北海道 猿払村	sarufutsu-mura
2025-10-01	municipality	01512	01000	01	北海道	宗谷総合振興局	浜頓別町	はまとんべつちょう	北海道 浜頓別町	hamatonbetsu-cho
2025-10-01	municipality	01513	01000	01	北海道	宗谷総合振興局	中頓別町	なかとんべつちょう	北海道 中頓別町	nakatombetsu-cho
2025-10-01	municipality	01514	01000	01	北海道	宗谷総合振興局	枝幸町	えさしちょう	北海道 枝幸町	esashi-cho
2025-10-01	municipality	01516	01000	01	北海道	宗谷総合振興局	豊富町	とよとみちょう	北海道 豊富町	toyotomi-cho
2025-10-01	municipality	01517	01000	01	北海道	宗谷総合振興局	礼文町	れぶんちょう	北海道 礼文町	rebun-cho
2025-10-01	municipality	01518	01000	01	北海道	宗谷総合振興局	利尻町	りしりちょう	北海道 利尻町	rishiri-cho
2025-10-01	municipality	01519	01000	01	北海道	宗谷総合振興局	利尻富士町	りしりふじちょう	北海道 利尻富士町	rishirifuji-cho
2025-10-01	municipality	01520	01000	01	北海道	宗谷総合振興局	幌延町	ほろのべちょう	北海道 幌延町	horonobe-cho
2025-10-01	municipality	01543	01000	01	北海道	オホーツク総合振興局	美幌町	びほろちょう	北海道 美幌町	bihoro-cho
2025-10-01	municipality	01544	01000	01	北海道	オホーツク総合振興局	津別町	つべつちょう	北海道 津別町	tsubetsu-cho
2025-10-01	municipality	01545	01000	01	北海道	オホーツク総合振興局	斜里町	しゃりちょう	北海道 斜里町	shari-cho
2025-10-01	municipality	01546	01000	01	北海道	オホーツク総合振興局	清里町	きよさとちょう	北海道 清里町	kiyosato-cho
2025-10-01	municipality	01547	01000	01	北海道	オホーツク総合振興局	小清水町	こしみずちょう	北海道 小清水町	koshimizu-cho
2025-10-01	municipality	01549	01000	01	北海道	オホーツク総合振興局	訓子府町	くんねっぷちょう	北海道 訓子府町	kunneppu-cho
2025-10-01	municipality	01550	01000	01	北海道	オホーツク総合振興局	置戸町	おけとちょう	北海道 置戸町	oketo-cho
2025-10-01	municipality	01552	01000	01	北海道	オホーツク総合振興局	佐呂間町	さろまちょう	北海道 佐呂間町	saroma-cho
2025-10-01	municipality	01555	01000	01	北海道	オホーツク総合振興局	遠軽町	えんがるちょう	北海道 遠軽町	engaru-cho
2025-10-01	municipality	01559	01000	01	北海道	オホーツク総合振興局	湧別町	ゆうべつちょう	北海道 湧別町	yubetsu-cho
2025-10-01	municipality	01560	01000	01	北海道	オホーツク総合振興局	滝上町	たきのうえちょう	北海道 滝上町	takinoue-cho
2025-10-01	municipality	01561	01000	01	北海道	オホーツク総合振興局	興部町	おこっぺちょう	北海道 興部町	okoppe-cho
2025-10-01	municipality	01562	01000	01	北海道	オホーツク総合振興局	西興部村	にしおこっぺむら	北海道 西興部村	nishiokoppe-mura
2025-10-01	municipality	01563	01000	01	北海道	オホーツク総合振興局	雄武町	おうむちょう	北海道 雄武町	oumu-cho
2025-10-01	municipality	01564	01000	01	北海道	オホーツク総合振興局	大空町	おおぞらちょう	北海道 大空町	ozora-cho
2025-10-01	municipality	01571	01000	01	北海道	胆振総合振興局	豊浦町	とようらちょう	北海道 豊浦町	toyoura-cho
2025-10-01	municipality	01575	01000	01	北海道	胆振総合振興局	壮瞥町	そうべつちょう	北海道 壮瞥町	sobetsu-cho
2025-10-01	municipality	01578	01000	01	北海道	胆振総合振興局	白老町	しらおいちょう	北海道 白老町	shiraoi-cho
2025-10-01	municipality	01581	01000	01	北海道	胆振総合振興局	厚真町	あつまちょう	北海道 厚真町	atsuma-cho
2025-10-01	municipality	01584	01000	01	北海道	胆振総合振興局	洞爺湖町	とうやこちょう	北海道 洞爺湖町	toyako-cho
2025-10-01	municipality	01585	01000	01	北海道	胆振総合振興局	安平町	あびらちょう	北海道 安平町	abira-cho
2025-10-01	municipality	01586	01000	01	北海道	胆振総合振興局	むかわ町	むかわちょう	北海道 むかわ町	mukawa-cho
2025-10-01	municipality	01601	01000	01	北海道	日高振興局	日高町	ひだかちょう	北海道 日高町	hidaka-cho
2025-10-01	municipality	01602	01000	01	北海道	日高振興局	平取町	びらとりちょう	北海道 平取町	biratori-cho
2025-10-01	municipality	01604	01000	01	北海道	日高振興局	新冠町	にいかっぷちょう	北海道 新冠町	niikappu-cho
2025-10-01	municipality	01607	01000	01	北海道	日高振興局	浦河町	うらかわちょう	北海道 浦河町	urakawa-cho
2025-10-01	municipality	01608	01000	01	北海道	日高振興局	様似町	さまにちょう	北海道 様似町	samani-cho
2025-10-01	municipality	01609	01000	01	北海道	日高振興局	えりも町	えりもちょう	北海道 えりも町	erimo-cho
2025-10-01	municipality	01610	01000	01	北海道	日高振興局	新ひだか町	しんひだかちょう	北海道 新ひだか町	shinhidaka-hokkaido-cho
2025-10-01	municipality	01631	01000	01	北海道	十勝総合振興局	音更町	おとふけちょう	北海道 音更町	otofuke-cho
2025-10-01	municipality	01632	01000	01	北海道	十勝総合振興局	士幌町	しほろちょう	北海道 士幌町	shihoro-cho
2025-10-01	municipality	01633	01000	01	北海道	十勝総合振興局	上士幌町	かみしほろちょう	北海道 上士幌町	kamishihoro-cho
2025-10-01	municipality	01634	01000	01	北海道	十勝総合振興局	鹿追町	しかおいちょう	北海道 鹿追町	shikaoi-cho
2025-10-01	municipality	01635	01000	01	北海道	十勝総合振興局	新得町	しんとくちょう	北海道 新得町	shintoku-town-cho
2025-10-01	municipality	01636	01000	01	北海道	十勝総合振興局	清水町	しみずちょう	北海道 清水町	shimizu-cho
2025-10-01	municipality	01637	01000	01	北海道	十勝総合振興局	芽室町	めむろちょう	北海道 芽室町	memuro-cho
2025-10-01	municipality	01638	01000	01	北海道	十勝総合振興局	中札内村	なかさつないむら	北海道 中札内村	nakasatsunai-mura
2025-10-01	municipality	01639	01000	01	北海道	十勝総合振興局	更別村	さらべつむら	北海道 更別村	sarabetsu-mura
2025-10-01	municipality	01641	01000	01	北海道	十勝総合振興局	大樹町	たいきちょう	北海道 大樹町	taiki-cho
2025-10-01	municipality	01642	01000	01	北海道	十勝総合振興局	広尾町	ひろおちょう	北海道 広尾町	hiroo-cho
2025-10-01	municipality	01643	01000	01	北海道	十勝総合振興局	幕別町	まくべつちょう	北海道 幕別町	makubetsu-cho
2025-10-01	municipality	01644	01000	01	北海道	十勝総合振興局	池田町	いけだちょう	北海道 池田町	hokkaido-ikeda-cho
2025-10-01	municipality	01645	01000	01	北海道	十勝総合振興局	豊頃町	とよころちょう	北海道 豊頃町	toyokoro-cho
2025-10-01	municipality	01646	01000	01	北海道	十勝総合振興局	本別町	ほんべつちょう	北海道 本別町	honbetsu-cho
2025-10-01	municipality	01647	01000	01	北海道	十勝総合振興局	足寄町	あしょろちょう	北海道 足寄町	ashoro-cho
2025-10-01	municipality	01648	01000	01	北海道	十勝総合振興局	陸別町	りくべつちょう	北海道 陸別町	rikubetsu-cho
2025-10-01	municipality	01649	01000	01	北海道	十勝総合振興局	浦幌町	うらほろちょう	北海道 浦幌町	urahoro-cho
2025-10-01	municipality	01661	01000	01	北海道	釧路総合振興局	釧路町	くしろちょう	北海道 釧路町	kushiro-cho
2025-10-01	municipality	01662	01000	01	北海道	釧路総合振興局	厚岸町	あっけしちょう	北海道 厚岸町	akkeshi-town-cho
2025-10-01	municipality	01663	01000	01	北海道	釧路総合振興局	浜中町	はまなかちょう	北海道 浜中町	townhamanaka-cho
2025-10-01	municipality	01664	01000	01	北海道	釧路総合振興局	標茶町	しべちゃちょう	北海道 標茶町	shibecha-cho
2025-10-01	municipality	01665	01000	01	北海道	釧路総合振興局	弟子屈町	てしかがちょう	北海道 弟子屈町	teshikaga-cho
2025-10-01	municipality	01667	01000	01	北海道	釧路総合振興局	鶴居村	つるいむら	北海道 鶴居村	tsurui-mura
2025-10-01	municipality	01668	01000	01	北海道	釧路総合振興局	白糠町	しらぬかちょう	北海道 白糠町	shiranuka-cho
2025-10-01	municipality	01691	01000	01	北海道	根室振興局	別海町	べつかいちょう	北海道 別海町	betsukai-cho
2025-10-01	municipality	01692	01000	01	北海道	根室振興局	中標津町	なかしべつちょう	北海道 中標津町	nakashibetsu-cho
2025-10-01	municipality	01693	01000	01	北海道	根室振興局	標津町	しべつちょう	北海道 標津町	shibetsutown-cho
2025-10-01	municipality	01694	01000	01	北海道	根室振興局	羅臼町	らうすちょう	北海道 羅臼町	rausu-town-cho
2025-10-01	municipality	01695	01000	01	北海道	根室振興局	色丹村	しこたんむら	北海道 色丹村	shikotan-mura
2025-10-01	municipality	01696	01000	01	北海道	根室振興局	泊村	とまりむら	北海道 泊村	tomari-mura
2025-10-01	municipality	01697	01000	01	北海道	根室振興局	留夜別村	るよべつむら	北海道 留夜別村	ruyobetsu-mura
2025-10-01	municipality	01698	01000	01	北海道	根室振興局	留別村	るべつむら	北海道 留別村	rubetsu-mura
2025-10-01	municipality	01699	01000	01	北海道	根室振興局	紗那村	しゃなむら	北海道 紗那村	shana-mura
2025-10-01	municipality	01700	01000	01	北海道	根室振興局	蘂取村	しべとろむら	北海道 蘂取村	shibetoro-mura
2025-10-01	prefecture	02000		02	青森県		青森県	あおもりけん	青森県	aomori-ken
2025-10-01	municipality	02201	02000	02	青森県		青森市	あおもりし	青森県 青森市	aomori-shi
2025-10-01	municipality	02202	02000	02	青森県		弘前市	ひろさきし	青森県 弘前市	hirosaki-shi
2025-10-01	municipality	02203	02000	02	青森県		八戸市	はちのへし	青森県 八戸市	hachinohe-shi
2025-10-01	municipality	02204	02000	02	青森県		黒石市	くろいしし	青森県 黒石市	kuroishi-shi
2025-10-01	municipality	02205	02000	02	青森県		五所川原市	ごしょがわらし	青森県 五所川原市	goshogawara-shi
2025-10-01	municipality	02206	02000	02	青森県		十和田市	とわだし	青森県 十和田市	towada-shi
2025-10-01	municipality	02207	02000	02	青森県		三沢市	みさわし	青森県 三沢市	misawa-shi
2025-10-01	municipality	02208	02000	02	青森県		むつ市	むつし	青森県 むつ市	mutsu-shi
2025-10-01	municipality	02209	02000	02	青森県		つがる市	つがるし	青森県 つがる市	tsugaru-shi
2025-10-01	municipality	02210	02000	02	青森県		平川市	ひらかわし	青森県 平川市	hirakawa-shi
2025-10-01	municipality	02301	02000	02	青森県	東津軽郡	平内町	ひらないまち	青森県 平内町	hiranai-cho
2025-10-01	municipality	02303	02000	02	青森県	東津軽郡	今別町	いまべつまち	青森県 今別町	imabetsu-cho
2025-10-01	municipality	02304	02000	02	青森県	東津軽郡	蓬田村	よもぎたむら	青森県 蓬田村	yomogita-mura
2025-10-01	municipality	02307	02000	02	青森県	東津軽郡	外ヶ浜町	そとがはままち	青森県 外ヶ浜町	sotogahama-cho
2025-10-01	municipality	02321	02000	02	青森県	西津軽郡	鰺ヶ沢町	あじがさわまち	青森県 鰺ヶ沢町	ajigasawa-cho
2025-10-01	municipality	02323	02000	02	青森県	西津軽郡	深浦町	ふかうらまち	青森県 深浦町	fukaura-cho
2025-10-01	municipality	02343	02000	02	青森県	中津軽郡	西目屋村	にしめやむら	青森県 西目屋村	nishimeya-mura
2025-10-01	municipality	02361	02000	02	青森県	南津軽郡	藤崎町	ふじさきまち	青森県 藤崎町	fujisaki-cho
2025-10-01	municipality	02362	02000	02	青森県	南津軽郡	大鰐町	おおわにまち	青森県 大鰐町	owani-cho
2025-10-01	municipality	02367	02000	02	青森県	南津軽郡	田舎館村	いなかだてむら	青森県 田舎館村	inakadate-mura
2025-10-01	municipality	02381	02000	02	青森県	北津軽郡	板柳町	いたやなぎまち	青森県 板柳町	itayanagi-cho
2025-10-01	municipality	02384	02000	02	青森県	北津軽郡	鶴田町	つるたまち	青森県 鶴田町	tsuruta-cho
2025-10-01	municipality	02387	02000	02	青森県	北津軽郡	中泊町	なかどまりまち	青森県 中泊町	nakadomari-cho
2025-10-01	municipality	02401	02000	02	青森県	上北郡	野辺地町	のへじまち	青森県 野辺地町	noheji-cho
2025-10-01	municipality	02402	02000	02	青森県	上北郡	七戸町	しちのへまち	青森県 七戸町	shichinohe-cho
2025-10-01	municipality	02405	02000	02	青森県	上北郡	六戸町	ろくのへまち	青森県 六戸町	rokunohe-cho
2025-10-01	municipality	02406	02000	02	青森県	上北郡	横浜町	よこはままち	青森県 横浜町	yokohama-cho
2025-10-01	municipality	02408	02000	02	青森県	上北郡	東北町	とうほくまち	青森県 東北町	tohoku-cho
2025-10-01	municipality	02411	02000	02	青森県	上北郡	六ヶ所村	ろっかしょむら	青森県 六ヶ所村	rokkasho-mura
2025-10-01	municipality	02412	02000	02	青森県	上北郡	おいらせ町	おいらせちょう	青森県 おいらせ町	oirase-cho
2025-10-01	municipality	02423	02000	02	青森県	下北郡	大間町	おおままち	青森県 大間町	ooma-cho
2025-10-01	municipality	02424	02000	02	青森県	下北郡	東通村	ひがしどおりむら	青森県 東通村	higashidoori-mura
2025-10-01	municipality	02425	02000	02	青森県	下北郡	風間浦村	かざまうらむら	青森県 風間浦村	kazamaura-mura
2025-10-01	municipality	02426	02000	02	青森県	下北郡	佐井村	さいむら	青森県 佐井村	sai-mura
2025-10-01	municipality	02441	02000	02	青森県	三戸郡	三戸町	さんのへまち	青森県 三戸町	sannohe-cho
2025-10-01	municipality	02442	02000	02	青森県	三戸郡	五戸町	ごのへまち	青森県 五戸町	gonohe-cho
2025-10-01	municipality	02443	02000	02	青森県	三戸郡	田子町	たっこまち	青森県 田子町	takko-cho
2025-10-01	municipality	02445	02000	02	青森県	三戸郡	南部町	なんぶちょう	青森県 南部町	aomori-nanbu-cho
2025-10-01	municipality	02446	02000	02	青森県	三戸郡	階上町	はしかみちょう	青森県 階上町	hashikami-cho
2025-10-01	municipality	02450	02000	02	青森県	三戸郡	新郷村	しんごうむら	青森県 新郷村	shingo-mura
2025-10-01	prefecture	03000		03	岩手県		岩手県	いわてけん	岩手県	iwate-ken
2025-10-01	municipality	03201	03000	03	岩手県		盛岡市	もりおかし	岩手県 盛岡市	morioka-shi
