jis_code	url	system_type	crawl_status	exclusion_reason	exclusion_detail
14206	https://www.city.odawara.kanagawa.jp/field/municipality/administra/gyoukaku/p25884.html	独自	enabled		2026-09-17 確認: 年度ごとの評価文書 10 件
14207	https://www.city.chigasaki.kanagawa.jp/kikaku_gyosei/hyoka/1008479/index.html	独自	enabled		
14208			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
14210	https://www.city.miura.kanagawa.jp/soshiki/kyoikusomuka/1827.html	独自	enabled	education_board	教育委員会の点検・評価の可能性
14211			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
14212	https://www.city.atsugi.kanagawa.jp/shiseijoho/gyosei_kansa/5/39035.html	独自	enabled		
14213	https://www.city.yamato.lg.jp/gyosei/soshik/69/seisaku_keikaku/gyoseihyoka/jimujigyohyoka/index.html	独自	enabled		
14214	https://www.city.isehara.kanagawa.jp/docs/2023080800016/	独自	enabled		
14215	https://www.city.ebina.kanagawa.jp/shisei/zaisei/gyoukaku/index.html	独自	review_required	weak_signal	2026-09-17: 評価の入口『行政改革・行政評価｜海老名市公式ウェブサイト』
14216	https://www.city.zama.kanagawa.jp/shisei/sougoukeikaku/4sougou/hyouka/index.html	独自	review_required	needs_confirmation	2026-09-17: 『行政評価』と『評価書』。評価表は下の階層にある
14217	https://www.city.minamiashigara.kanagawa.jp/machi/seisaku/hyouka/	独自	review_required	weak_signal	2026-09-17: 評価の入口『行政評価 | 南足柄市』
14218			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
14301	https://www.town.hayama.lg.jp/chousei/jouhou/5602.html	独自	review_required	weak_signal	2026-09-17: 評価の入口『行政評価／葉山町』
14321			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
14341	https://www.town.oiso.kanagawa.jp/gyosei/seisaku/hyouka/24878.html	独自	review_required	needs_confirmation	2026-09-17: 本文に『事務事業評価』。評価表は下の階層にある
14342			unresolved	source_url_unresolved	2026-09-17: 以前の候補『二宮町政策評価委員会（令和元年度） | 二宮町』は事務事業評価ではなかった
14361			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
14362	https://www.town.oi.kanagawa.jp/soshiki/4/gyouseihyouka.html	独自	enabled		2026-09-17 確認: 本文に『事務事業評価』／添付16件
14363			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
14364			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
14366			unresolved	source_url_unresolved	2026-09-17: 以前の候補『』は事務事業評価ではなかった
14382			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
14383			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
14384	https://www.town.yugawara.kanagawa.jp/soshiki/17/27523.html	独自	enabled		
14401	https://www.town.aikawa.kanagawa.jp/soshiki/soumu1/soumu/gyouseikanri/info/hyouka/18082.html	独自	enabled		
14402			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15000			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15100	https://www.city.niigata.lg.jp/shisei/gyoseiunei/gyoseihyoka/index.html	独自	review_required	needs_confirmation	2026-09-17: 本文に『事務事業評価』。評価表は下の階層にある
15202			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15204	https://www.city.sanjo.niigata.jp/shisei/seisaku_keikaku_torikumi/torikumi/8477.html	独自	enabled		2026-09-17 確認: 年度ごとの評価文書 4 件
15205			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15206			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15208			unresolved	source_url_unresolved	2026-09-17: 以前の候補『小千谷市鳥獣被害防止計画・事業評価報告書 - 小千谷』は事務事業評価ではなかった
15209			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15210			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15211	https://www.city.mitsuke.niigata.jp/soshiki/2/1305.html	独自	enabled		2026-09-17 確認: 年度ごとの評価文書 8 件
15212	https://www.city.murakami.lg.jp/soshiki/142/gyouseihyoukaseido.html	独自	enabled		2026-09-17 確認: 本文に『事務事業評価』／添付12件
15213			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15216	https://www.city.itoigawa.lg.jp/page/15138.html	独自	enabled		
15217	https://www.city.myoko.niigata.jp/city-info/evaluation/	独自	review_required	weak_signal	2026-09-17: 評価の入口『行政評価 - 妙高市』
15218			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15222			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15223			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15224			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15225			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15226			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15227	https://www.city.tainai.niigata.jp/gyose/sogoseisasu/gk_hyouka.html	独自	enabled		2026-09-17 確認: 年度ごとの評価文書 13 件
15307	https://www.town.seiro.niigata.jp/7/6/2/index.html	独自	review_required	needs_confirmation	2026-09-17: 『政策評価』と『評価調書』。評価表は下の階層にある
15342			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15361			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15385			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15405			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15461			unresolved	source_url_unresolved	この調査手順では入口を見つけられなかった
15482	https://www.town.tsunan.niigata.jp/soshiki/somu/jigyouhyouka.html	独自	review_required	weak_signal	2026-09-17: 評価の入口『地域公共交通確保維持改善事業に関する事業評価の公』
