jis_code	url	system_type	crawl_status	exclusion_reason	exclusion_detail
14201	https://www.city.yokosuka.kanagawa.jp/8810/kansa/syurui.html	独自	enabled		中核市（義務） リンク文字『包括外部監査』 添付0
14203			unresolved	source_url_unresolved	
14204			unresolved	source_url_unresolved	
14205			unresolved	source_url_unresolved	
14206			unresolved	source_url_unresolved	
14207			unresolved	source_url_unresolved	
14208			unresolved	source_url_unresolved	
14210			unresolved	source_url_unresolved	
14211			unresolved	source_url_unresolved	
14212			unresolved	source_url_unresolved	
14213			unresolved	source_url_unresolved	
14214			unresolved	source_url_unresolved	
14215			unresolved	source_url_unresolved	
14216			unresolved	source_url_unresolved	
14217			unresolved	source_url_unresolved	
14218			unresolved	source_url_unresolved	
14301			unresolved	source_url_unresolved	
14321			unresolved	source_url_unresolved	
14341			unresolved	source_url_unresolved	
14342			unresolved	source_url_unresolved	
14361			unresolved	source_url_unresolved	
14362			unresolved	source_url_unresolved	
14363			unresolved	source_url_unresolved	
14364			unresolved	source_url_unresolved	
14366			unresolved	source_url_unresolved	
14382			unresolved	source_url_unresolved	
14383			unresolved	source_url_unresolved	
14384			unresolved	source_url_unresolved	
14401			unresolved	source_url_unresolved	
14402			unresolved	source_url_unresolved	
15000	https://www.pref.niigata.lg.jp/sec/kansa/1356757108638.html	独自	enabled		都道府県（義務） リンク文字『包括外部監査結果等はこちら』 添付0
15100	https://www.city.niigata.lg.jp/shisei/soshiki/soshikiinfo/kansaiin.html	独自	review_required	needs_confirmation	政令市（義務） 本文に『包括外部監査』 添付1 入口かどうか要確認
15202			unresolved	source_url_unresolved	
15204			unresolved	source_url_unresolved	
15205			unresolved	source_url_unresolved	
15206			unresolved	source_url_unresolved	
15208			unresolved	source_url_unresolved	
15209			unresolved	source_url_unresolved	
15210			unresolved	source_url_unresolved	
15211			unresolved	source_url_unresolved	
15212			unresolved	source_url_unresolved	
15213			unresolved	source_url_unresolved	
15216			unresolved	source_url_unresolved	
15217			unresolved	source_url_unresolved	
15218			unresolved	source_url_unresolved	
15222			unresolved	source_url_unresolved	
15223			unresolved	source_url_unresolved	
15224			unresolved	source_url_unresolved	
15225			unresolved	source_url_unresolved	
15226			unresolved	source_url_unresolved	
15227			unresolved	source_url_unresolved	
15307			unresolved	source_url_unresolved	
15342			unresolved	source_url_unresolved	
15361			unresolved	source_url_unresolved	
15385			unresolved	source_url_unresolved	
15405			unresolved	source_url_unresolved	
15461			unresolved	source_url_unresolved	
15482			unresolved	source_url_unresolved	
15504			unresolved	source_url_unresolved	
15581			unresolved	source_url_unresolved	
15586			unresolved	source_url_unresolved	
16000	https://www.pref.toyama.jp/200/kensei/kenseiunei/zaisei/kj00001626.html	独自	enabled		都道府県（義務） リンク文字『現包括外部監査人』 添付0
16201	https://www.city.toyama.lg.jp/shisei/kansa/1011021/1007226.html	独自	review_required	needs_confirmation	任意 手で確認: 本文に『包括外部監査』 添付6 入口かどうか要確認
16202			unresolved	source_url_unresolved	
16204			unresolved	source_url_unresolved	
16205			unresolved	source_url_unresolved	
16206			unresolved	source_url_unresolved	
16207			unresolved	source_url_unresolved	
16208			unresolved	source_url_unresolved	
16209			unresolved	source_url_unresolved	
16210			unresolved	source_url_unresolved	
16211			unresolved	source_url_unresolved	
16321			unresolved	source_url_unresolved	
16322			unresolved	source_url_unresolved	
16323			unresolved	source_url_unresolved	
16342			unresolved	source_url_unresolved	
16343			unresolved	source_url_unresolved	
17000	https://www.pref.ishikawa.lg.jp/soumu/gaibukansa/index.html	独自	enabled		都道府県（義務） リンク文字『包括外部監査について』 添付11
17201	https://www4.city.kanazawa.lg.jp/shiseijoho/kansa/kansaseido/10362.html	独自	review_required	needs_confirmation	中核市（義務） 本文に『包括外部監査』 添付0 入口かどうか要確認
17202			unresolved	source_url_unresolved	
17203			unresolved	source_url_unresolved	
17204			unresolved	source_url_unresolved	
17205			unresolved	source_url_unresolved	
17206			unresolved	source_url_unresolved	
17207			unresolved	source_url_unresolved	
17209			unresolved	source_url_unresolved	
17210			unresolved	source_url_unresolved	
17211			unresolved	source_url_unresolved	
17212			unresolved	source_url_unresolved	
17324			unresolved	source_url_unresolved	
17361			unresolved	source_url_unresolved	
17365			unresolved	source_url_unresolved	
17384			unresolved	source_url_unresolved	
17386			unresolved	source_url_unresolved	
17407			unresolved	source_url_unresolved	
17461			unresolved	source_url_unresolved	
17463			unresolved	source_url_unresolved	
18000	https://www.pref.fukui.lg.jp/doc/kansaiinjimukyoku/gaibukansa/sub10.html	独自	enabled		都道府県（義務） 題名『包括外部監査（報告の公表、措置の公表） | 福井』 添付34
18201	https://www.city.fukui.lg.jp/sisei/kansa/seido/p021826.html	独自	review_required	needs_confirmation	中核市（義務） 本文に『包括外部監査』 添付14 入口かどうか要確認
18202			unresolved	source_url_unresolved	
18204			unresolved	source_url_unresolved	
18205			unresolved	source_url_unresolved	
18206			unresolved	source_url_unresolved	
18207			unresolved	source_url_unresolved	
18208			unresolved	source_url_unresolved	
18209			unresolved	source_url_unresolved	
18210			unresolved	source_url_unresolved	
18322			unresolved	source_url_unresolved	
18382			unresolved	source_url_unresolved	
18404			unresolved	source_url_unresolved	
18423			unresolved	source_url_unresolved	
18442			unresolved	source_url_unresolved	
18481			unresolved	source_url_unresolved	
18483			unresolved	source_url_unresolved	
18501			unresolved	source_url_unresolved	
19000	https://www.pref.yamanashi.jp/kansa-iin/176_009.html	独自	enabled		都道府県（義務） リンク文字『包括外部監査に基づく監査結果』 添付129
19201	https://www.city.kofu.yamanashi.jp/kansa/20200831.html	独自	enabled		中核市（義務） リンク文字『令和元年度包括外部監査』 添付6
19202			unresolved	source_url_unresolved	
19204			unresolved	source_url_unresolved	
19205			unresolved	source_url_unresolved	
19206			unresolved	source_url_unresolved	
19207			unresolved	source_url_unresolved	
19208			unresolved	source_url_unresolved	
19209			unresolved	source_url_unresolved	
19210			unresolved	source_url_unresolved	
19211			unresolved	source_url_unresolved	
19212			unresolved	source_url_unresolved	
19213			unresolved	source_url_unresolved	
19214			unresolved	source_url_unresolved	
19346			unresolved	source_url_unresolved	
19364			unresolved	source_url_unresolved	
19365			unresolved	source_url_unresolved	
19366			unresolved	source_url_unresolved	
19368			unresolved	source_url_unresolved	
19384			unresolved	source_url_unresolved	
19422			unresolved	source_url_unresolved	
19423			unresolved	source_url_unresolved	
19424			unresolved	source_url_unresolved	
19425			unresolved	source_url_unresolved	
19429			unresolved	source_url_unresolved	
19430			unresolved	source_url_unresolved	
19442			unresolved	source_url_unresolved	
19443			unresolved	source_url_unresolved	
20000	https://www.pref.nagano.lg.jp/kansa/kensei/kansa/kekka/kekka.html	独自	review_required	needs_confirmation	都道府県（義務） 本文に『包括外部監査』 添付110 入口かどうか要確認
20201	https://www.city.nagano.nagano.jp/n540500/contents/p005248.html	独自	enabled		中核市（義務） リンク文字『包括外部監査』 添付120
20202	https://www.city.matsumoto.nagano.jp/soshiki/208/50078.html	独自	enabled		中核市（義務） リンク文字『包括外部監査』 添付9
20203			unresolved	source_url_unresolved	
20204			unresolved	source_url_unresolved	
20205			unresolved	source_url_unresolved	
20206			unresolved	source_url_unresolved	
20207			unresolved	source_url_unresolved	
20208			unresolved	source_url_unresolved	
20209			unresolved	source_url_unresolved	
20210			unresolved	source_url_unresolved	
20211			unresolved	source_url_unresolved	
20212			unresolved	source_url_unresolved	
20213			unresolved	source_url_unresolved	
20214			unresolved	source_url_unresolved	
20215			unresolved	source_url_unresolved	
20217			unresolved	source_url_unresolved	
20218			unresolved	source_url_unresolved	
20219			unresolved	source_url_unresolved	
20220			unresolved	source_url_unresolved	
20303			unresolved	source_url_unresolved	
20304			unresolved	source_url_unresolved	
20305			unresolved	source_url_unresolved	
